agency_cd,site_no,datetime,tz_cd,,110247_00060,110247_00060_cd
USGS,3145483,2020/3/1,04:30,EST,75.8,A
USGS,3145483,2020/3/1,04:45,EST,75.8,A
USGS,3145483,2020/3/1,05:00,EST,74.4,A
USGS,3145483,2020/3/1,05:15,EST,73.1,A
USGS,3145483,2020/3/1,05:30,EST,73.1,A
USGS,3145483,2020/3/1,05:45,EST,71.8,A
USGS,3145483,2020/3/1,06:00,EST,71.8,A
USGS,3145483,2020/3/1,06:15,EST,70.6,A
USGS,3145483,2020/3/1,06:30,EST,70.6,A
USGS,3145483,2020/3/1,06:45,EST,70.6,A
USGS,3145483,2020/3/1,07:00,EST,69.3,A
USGS,3145483,2020/3/1,07:15,EST,69.3,A
USGS,3145483,2020/3/1,07:30,EST,68.1,A
USGS,3145483,2020/3/1,07:45,EST,68.1,A
USGS,3145483,2020/3/1,08:00,EST,68.1,A
USGS,3145483,2020/3/1,08:15,EST,68.1,A
USGS,3145483,2020/3/1,08:30,EST,66.9,A
USGS,3145483,2020/3/1,08:45,EST,66.9,A
USGS,3145483,2020/3/1,09:00,EST,66.9,A
USGS,3145483,2020/3/1,09:15,EST,66.9,A
USGS,3145483,2020/3/1,09:30,EST,65.7,A
USGS,3145483,2020/3/1,09:45,EST,66.9,A
USGS,3145483,2020/3/1,10:00,EST,66.9,A
USGS,3145483,2020/3/1,10:15,EST,66.9,A
USGS,3145483,2020/3/1,10:30,EST,66.9,A
USGS,3145483,2020/3/1,10:45,EST,68.1,A
USGS,3145483,2020/3/1,11:00,EST,69.3,A
USGS,3145483,2020/3/1,11:15,EST,69.3,A
USGS,3145483,2020/3/1,11:30,EST,70.6,A
USGS,3145483,2020/3/1,11:45,EST,70.6,A
USGS,3145483,2020/3/1,12:00,EST,71.8,A
USGS,3145483,2020/3/1,12:15,EST,73.1,A
USGS,3145483,2020/3/1,12:30,EST,74.4,A
USGS,3145483,2020/3/1,12:45,EST,75.8,A
USGS,3145483,2020/3/1,13:00,EST,78.6,A
USGS,3145483,2020/3/1,13:15,EST,82.9,A
USGS,3145483,2020/3/1,13:30,EST,84.3,A
USGS,3145483,2020/3/1,13:45,EST,84.3,A
USGS,3145483,2020/3/1,14:00,EST,85.8,A
USGS,3145483,2020/3/1,14:15,EST,85.8,A
USGS,3145483,2020/3/1,14:30,EST,85.8,A
USGS,3145483,2020/3/1,14:45,EST,85.8,A
USGS,3145483,2020/3/1,15:00,EST,85.8,A
USGS,3145483,2020/3/1,15:15,EST,84.3,A
USGS,3145483,2020/3/1,15:30,EST,82.9,A
USGS,3145483,2020/3/1,15:45,EST,82.9,A
USGS,3145483,2020/3/1,16:00,EST,81.4,A
USGS,3145483,2020/3/1,16:15,EST,80,A
USGS,3145483,2020/3/1,16:30,EST,80,A
USGS,3145483,2020/3/1,16:45,EST,78.6,A
USGS,3145483,2020/3/1,17:00,EST,78.6,A
USGS,3145483,2020/3/1,17:15,EST,78.6,A
USGS,3145483,2020/3/1,17:30,EST,77.2,A
USGS,3145483,2020/3/1,17:45,EST,77.2,A
USGS,3145483,2020/3/1,18:00,EST,77.2,A
USGS,3145483,2020/3/1,18:15,EST,75.8,A
USGS,3145483,2020/3/1,18:30,EST,75.8,A
USGS,3145483,2020/3/1,18:45,EST,75.8,A
USGS,3145483,2020/3/1,19:00,EST,75.8,A
USGS,3145483,2020/3/1,19:15,EST,75.8,A
USGS,3145483,2020/3/1,19:30,EST,75.8,A
USGS,3145483,2020/3/1,19:45,EST,75.8,A
USGS,3145483,2020/3/1,20:00,EST,75.8,A
USGS,3145483,2020/3/1,20:15,EST,75.8,A
USGS,3145483,2020/3/1,20:30,EST,75.8,A
USGS,3145483,2020/3/1,20:45,EST,75.8,A
USGS,3145483,2020/3/1,21:00,EST,75.8,A
USGS,3145483,2020/3/1,21:15,EST,75.8,A
USGS,3145483,2020/3/1,21:30,EST,75.8,A
USGS,3145483,2020/3/1,21:45,EST,75.8,A
USGS,3145483,2020/3/1,22:00,EST,75.8,A
USGS,3145483,2020/3/1,22:15,EST,75.8,A
USGS,3145483,2020/3/1,22:30,EST,75.8,A
USGS,3145483,2020/3/1,22:45,EST,75.8,A
USGS,3145483,2020/3/1,23:00,EST,75.8,A
USGS,3145483,2020/3/1,23:15,EST,77.2,A
USGS,3145483,2020/3/1,23:30,EST,77.2,A
USGS,3145483,2020/3/1,23:45,EST,77.2,A
USGS,3145483,2020/3/2,00:00,EST,77.2,A
USGS,3145483,2020/3/2,00:15,EST,77.2,A
USGS,3145483,2020/3/2,00:30,EST,77.2,A
USGS,3145483,2020/3/2,00:45,EST,77.2,A
USGS,3145483,2020/3/2,01:00,EST,77.2,A
USGS,3145483,2020/3/2,01:15,EST,77.2,A
USGS,3145483,2020/3/2,01:30,EST,77.2,A
USGS,3145483,2020/3/2,01:45,EST,77.2,A
USGS,3145483,2020/3/2,02:00,EST,77.2,A
USGS,3145483,2020/3/2,02:15,EST,77.2,A
USGS,3145483,2020/3/2,02:30,EST,77.2,A
USGS,3145483,2020/3/2,02:45,EST,77.2,A
USGS,3145483,2020/3/2,03:00,EST,77.2,A
USGS,3145483,2020/3/2,03:15,EST,77.2,A
USGS,3145483,2020/3/2,03:30,EST,77.2,A
USGS,3145483,2020/3/2,03:45,EST,77.2,A
USGS,3145483,2020/3/2,04:00,EST,77.2,A
USGS,3145483,2020/3/2,04:15,EST,77.2,A
USGS,3145483,2020/3/2,04:30,EST,77.2,A
USGS,3145483,2020/3/2,04:45,EST,77.2,A
USGS,3145483,2020/3/2,05:00,EST,78.6,A
USGS,3145483,2020/3/2,05:15,EST,77.2,A
USGS,3145483,2020/3/2,05:30,EST,77.2,A
USGS,3145483,2020/3/2,05:45,EST,77.2,A
USGS,3145483,2020/3/2,06:00,EST,77.2,A
USGS,3145483,2020/3/2,06:15,EST,78.6,A
USGS,3145483,2020/3/2,06:30,EST,78.6,A
USGS,3145483,2020/3/2,06:45,EST,78.6,A
USGS,3145483,2020/3/2,07:00,EST,78.6,A
USGS,3145483,2020/3/2,07:15,EST,78.6,A
USGS,3145483,2020/3/2,07:30,EST,78.6,A
USGS,3145483,2020/3/2,07:45,EST,78.6,A
USGS,3145483,2020/3/2,08:00,EST,78.6,A
USGS,3145483,2020/3/2,08:15,EST,78.6,A
USGS,3145483,2020/3/2,08:30,EST,78.6,A
USGS,3145483,2020/3/2,08:45,EST,78.6,A
USGS,3145483,2020/3/2,09:00,EST,80,A
USGS,3145483,2020/3/2,09:15,EST,80,A
USGS,3145483,2020/3/2,09:30,EST,78.6,A
USGS,3145483,2020/3/2,09:45,EST,80,A
USGS,3145483,2020/3/2,10:00,EST,80,A
USGS,3145483,2020/3/2,10:15,EST,80,A
USGS,3145483,2020/3/2,10:30,EST,80,A
USGS,3145483,2020/3/2,10:45,EST,80,A
USGS,3145483,2020/3/2,11:00,EST,81.4,A
USGS,3145483,2020/3/2,11:15,EST,81.4,A
USGS,3145483,2020/3/2,11:30,EST,81.4,A
USGS,3145483,2020/3/2,11:45,EST,81.4,A
USGS,3145483,2020/3/2,12:00,EST,81.4,A
USGS,3145483,2020/3/2,12:15,EST,81.4,A
USGS,3145483,2020/3/2,12:30,EST,82.9,A
USGS,3145483,2020/3/2,12:45,EST,82.9,A
USGS,3145483,2020/3/2,13:00,EST,82.9,A
USGS,3145483,2020/3/2,13:15,EST,84.3,A
USGS,3145483,2020/3/2,13:30,EST,84.3,A
USGS,3145483,2020/3/2,13:45,EST,84.3,A
USGS,3145483,2020/3/2,14:00,EST,84.3,A
USGS,3145483,2020/3/2,14:15,EST,85.8,A
USGS,3145483,2020/3/2,14:30,EST,85.8,A
USGS,3145483,2020/3/2,14:45,EST,87.3,A
USGS,3145483,2020/3/2,15:00,EST,87.3,A
USGS,3145483,2020/3/2,15:15,EST,87.3,A
USGS,3145483,2020/3/2,15:30,EST,88.7,A
USGS,3145483,2020/3/2,15:45,EST,88.7,A
USGS,3145483,2020/3/2,16:00,EST,90.2,A
USGS,3145483,2020/3/2,16:15,EST,91.7,A
USGS,3145483,2020/3/2,16:30,EST,91.7,A
USGS,3145483,2020/3/2,16:45,EST,93.3,A
USGS,3145483,2020/3/2,17:00,EST,94.8,A
USGS,3145483,2020/3/2,17:15,EST,96.3,A
USGS,3145483,2020/3/2,17:30,EST,99.4,A
USGS,3145483,2020/3/2,17:45,EST,101,A
USGS,3145483,2020/3/2,18:00,EST,104,A
USGS,3145483,2020/3/2,18:15,EST,108,A
USGS,3145483,2020/3/2,18:30,EST,112,A
USGS,3145483,2020/3/2,18:45,EST,116,A
USGS,3145483,2020/3/2,19:00,EST,124,A
USGS,3145483,2020/3/2,19:15,EST,131,A
USGS,3145483,2020/3/2,19:30,EST,140,A
USGS,3145483,2020/3/2,19:45,EST,148,A
USGS,3145483,2020/3/2,20:00,EST,158,A
USGS,3145483,2020/3/2,20:15,EST,169,A
USGS,3145483,2020/3/2,20:30,EST,176,A
USGS,3145483,2020/3/2,20:45,EST,186,A
USGS,3145483,2020/3/2,21:00,EST,193,A
USGS,3145483,2020/3/2,21:15,EST,200,A
USGS,3145483,2020/3/2,21:30,EST,204,A
USGS,3145483,2020/3/2,21:45,EST,212,A
USGS,3145483,2020/3/2,22:00,EST,218,A
USGS,3145483,2020/3/2,22:15,EST,223,A
USGS,3145483,2020/3/2,22:30,EST,228,A
USGS,3145483,2020/3/2,22:45,EST,232,A
USGS,3145483,2020/3/2,23:00,EST,238,A
USGS,3145483,2020/3/2,23:15,EST,238,A
USGS,3145483,2020/3/2,23:30,EST,241,A
USGS,3145483,2020/3/2,23:45,EST,241,A
USGS,3145483,2020/3/3,00:00,EST,241,A
USGS,3145483,2020/3/3,00:15,EST,243,A
USGS,3145483,2020/3/3,00:30,EST,243,A
USGS,3145483,2020/3/3,00:45,EST,243,A
USGS,3145483,2020/3/3,01:00,EST,243,A
USGS,3145483,2020/3/3,01:15,EST,245,A
USGS,3145483,2020/3/3,01:30,EST,243,A
USGS,3145483,2020/3/3,01:45,EST,245,A
USGS,3145483,2020/3/3,02:00,EST,245,A
USGS,3145483,2020/3/3,02:15,EST,245,A
USGS,3145483,2020/3/3,02:30,EST,243,A
USGS,3145483,2020/3/3,02:45,EST,243,A
USGS,3145483,2020/3/3,03:00,EST,245,A
USGS,3145483,2020/3/3,03:15,EST,255,A
USGS,3145483,2020/3/3,03:30,EST,264,A
USGS,3145483,2020/3/3,03:45,EST,276,A
USGS,3145483,2020/3/3,04:00,EST,300,A
USGS,3145483,2020/3/3,04:15,EST,344,A
USGS,3145483,2020/3/3,04:30,EST,420,A
USGS,3145483,2020/3/3,04:45,EST,526,A
USGS,3145483,2020/3/3,05:00,EST,661,A
USGS,3145483,2020/3/3,05:15,EST,815,A
USGS,3145483,2020/3/3,05:30,EST,1000,A
USGS,3145483,2020/3/3,05:45,EST,1170,A
USGS,3145483,2020/3/3,06:00,EST,1320,A
USGS,3145483,2020/3/3,06:15,EST,1450,A
USGS,3145483,2020/3/3,06:30,EST,1580,A
USGS,3145483,2020/3/3,06:45,EST,1680,A
USGS,3145483,2020/3/3,07:00,EST,1750,A
USGS,3145483,2020/3/3,07:15,EST,1860,A
USGS,3145483,2020/3/3,07:30,EST,1970,A
USGS,3145483,2020/3/3,07:45,EST,2050,A
USGS,3145483,2020/3/3,08:00,EST,2140,A
USGS,3145483,2020/3/3,08:15,EST,2240,A
USGS,3145483,2020/3/3,08:30,EST,2360,A
USGS,3145483,2020/3/3,08:45,EST,2400,A
USGS,3145483,2020/3/3,09:00,EST,2480,A
USGS,3145483,2020/3/3,09:15,EST,2560,A
USGS,3145483,2020/3/3,09:30,EST,2640,A
USGS,3145483,2020/3/3,09:45,EST,2650,A
USGS,3145483,2020/3/3,10:00,EST,2720,A
USGS,3145483,2020/3/3,10:15,EST,2750,A
USGS,3145483,2020/3/3,10:30,EST,2810,A
USGS,3145483,2020/3/3,10:45,EST,2870,A
USGS,3145483,2020/3/3,11:00,EST,2930,A
USGS,3145483,2020/3/3,11:15,EST,2950,A
USGS,3145483,2020/3/3,11:30,EST,2910,A
USGS,3145483,2020/3/3,11:45,EST,3010,A
USGS,3145483,2020/3/3,12:00,EST,3050,A
USGS,3145483,2020/3/3,12:15,EST,3060,A
USGS,3145483,2020/3/3,12:30,EST,3030,A
USGS,3145483,2020/3/3,12:45,EST,3020,A
USGS,3145483,2020/3/3,13:00,EST,3070,A
USGS,3145483,2020/3/3,13:15,EST,3010,A
USGS,3145483,2020/3/3,13:30,EST,3120,A
USGS,3145483,2020/3/3,13:45,EST,3010,A
USGS,3145483,2020/3/3,14:00,EST,2990,A
USGS,3145483,2020/3/3,14:15,EST,2990,A
USGS,3145483,2020/3/3,14:30,EST,2900,A
USGS,3145483,2020/3/3,14:45,EST,2870,A
USGS,3145483,2020/3/3,15:00,EST,2830,A
USGS,3145483,2020/3/3,15:15,EST,2750,A
USGS,3145483,2020/3/3,15:30,EST,2700,A
USGS,3145483,2020/3/3,15:45,EST,2590,A
USGS,3145483,2020/3/3,16:00,EST,2490,A
USGS,3145483,2020/3/3,16:15,EST,2400,A
USGS,3145483,2020/3/3,16:30,EST,2320,A
USGS,3145483,2020/3/3,16:45,EST,2200,A
USGS,3145483,2020/3/3,17:00,EST,2100,A
USGS,3145483,2020/3/3,17:15,EST,2030,A
USGS,3145483,2020/3/3,17:30,EST,1940,A
USGS,3145483,2020/3/3,17:45,EST,1870,A
USGS,3145483,2020/3/3,18:00,EST,1780,A
USGS,3145483,2020/3/3,18:15,EST,1720,A
USGS,3145483,2020/3/3,18:30,EST,1650,A
USGS,3145483,2020/3/3,18:45,EST,1580,A
USGS,3145483,2020/3/3,19:00,EST,1530,A
USGS,3145483,2020/3/3,19:15,EST,1460,A
USGS,3145483,2020/3/3,19:30,EST,1410,A
USGS,3145483,2020/3/3,19:45,EST,1360,A
USGS,3145483,2020/3/3,20:00,EST,1310,A
USGS,3145483,2020/3/3,20:15,EST,1280,A
USGS,3145483,2020/3/3,20:30,EST,1240,A
USGS,3145483,2020/3/3,20:45,EST,1210,A
USGS,3145483,2020/3/3,21:00,EST,1170,A
USGS,3145483,2020/3/3,21:15,EST,1130,A
USGS,3145483,2020/3/3,21:30,EST,1100,A
USGS,3145483,2020/3/3,21:45,EST,1080,A
USGS,3145483,2020/3/3,22:00,EST,1050,A
USGS,3145483,2020/3/3,22:15,EST,1020,A
USGS,3145483,2020/3/3,22:30,EST,981,A
USGS,3145483,2020/3/3,22:45,EST,959,A
USGS,3145483,2020/3/3,23:00,EST,943,A
USGS,3145483,2020/3/3,23:15,EST,921,A
USGS,3145483,2020/3/3,23:30,EST,902,A
USGS,3145483,2020/3/3,23:45,EST,878,A
USGS,3145483,2020/3/4,00:00,EST,860,A
USGS,3145483,2020/3/4,00:15,EST,841,A
USGS,3145483,2020/3/4,00:30,EST,807,A
USGS,3145483,2020/3/4,00:45,EST,799,A
USGS,3145483,2020/3/4,01:00,EST,787,A
USGS,3145483,2020/3/4,01:15,EST,774,A
USGS,3145483,2020/3/4,01:30,EST,764,A
USGS,3145483,2020/3/4,01:45,EST,753,A
USGS,3145483,2020/3/4,02:00,EST,741,A
USGS,3145483,2020/3/4,02:15,EST,731,A
USGS,3145483,2020/3/4,02:30,EST,713,A
USGS,3145483,2020/3/4,02:45,EST,710,A
USGS,3145483,2020/3/4,03:00,EST,698,A
USGS,3145483,2020/3/4,03:15,EST,686,A
USGS,3145483,2020/3/4,03:30,EST,678,A
USGS,3145483,2020/3/4,03:45,EST,656,A
USGS,3145483,2020/3/4,04:00,EST,651,A
USGS,3145483,2020/3/4,04:15,EST,649,A
USGS,3145483,2020/3/4,04:30,EST,634,A
USGS,3145483,2020/3/4,04:45,EST,622,A
USGS,3145483,2020/3/4,05:00,EST,615,A
USGS,3145483,2020/3/4,05:15,EST,606,A
USGS,3145483,2020/3/4,05:30,EST,598,A
USGS,3145483,2020/3/4,05:45,EST,596,A
USGS,3145483,2020/3/4,06:00,EST,585,A
USGS,3145483,2020/3/4,06:15,EST,577,A
USGS,3145483,2020/3/4,06:30,EST,564,A
USGS,3145483,2020/3/4,06:45,EST,559,A
USGS,3145483,2020/3/4,07:00,EST,557,A
USGS,3145483,2020/3/4,07:15,EST,546,A
USGS,3145483,2020/3/4,07:30,EST,541,A
USGS,3145483,2020/3/4,07:45,EST,534,A
USGS,3145483,2020/3/4,08:00,EST,523,A
USGS,3145483,2020/3/4,08:15,EST,516,A
USGS,3145483,2020/3/4,08:30,EST,513,A
USGS,3145483,2020/3/4,08:45,EST,508,A
USGS,3145483,2020/3/4,09:00,EST,496,A
USGS,3145483,2020/3/4,09:15,EST,496,A
USGS,3145483,2020/3/4,09:30,EST,491,A
USGS,3145483,2020/3/4,09:45,EST,489,A
USGS,3145483,2020/3/4,10:00,EST,481,A
USGS,3145483,2020/3/4,10:15,EST,479,A
USGS,3145483,2020/3/4,10:30,EST,474,A
USGS,3145483,2020/3/4,10:45,EST,455,A
USGS,3145483,2020/3/4,11:00,EST,462,A
USGS,3145483,2020/3/4,11:15,EST,457,A
USGS,3145483,2020/3/4,11:30,EST,445,A
USGS,3145483,2020/3/4,11:45,EST,443,A
USGS,3145483,2020/3/4,12:00,EST,443,A
USGS,3145483,2020/3/4,12:15,EST,441,A
USGS,3145483,2020/3/4,12:30,EST,436,A
USGS,3145483,2020/3/4,12:45,EST,434,A
USGS,3145483,2020/3/4,13:00,EST,427,A
USGS,3145483,2020/3/4,13:15,EST,427,A
USGS,3145483,2020/3/4,13:30,EST,420,A
USGS,3145483,2020/3/4,13:45,EST,417,A
USGS,3145483,2020/3/4,14:00,EST,411,A
USGS,3145483,2020/3/4,14:15,EST,413,A
USGS,3145483,2020/3/4,14:30,EST,411,A
USGS,3145483,2020/3/4,14:45,EST,401,A
USGS,3145483,2020/3/4,15:00,EST,401,A
USGS,3145483,2020/3/4,15:15,EST,397,A
USGS,3145483,2020/3/4,15:30,EST,397,A
USGS,3145483,2020/3/4,15:45,EST,395,A
USGS,3145483,2020/3/4,16:00,EST,388,A
USGS,3145483,2020/3/4,16:15,EST,388,A
USGS,3145483,2020/3/4,16:30,EST,386,A
USGS,3145483,2020/3/4,16:45,EST,381,A
USGS,3145483,2020/3/4,17:00,EST,370,A
USGS,3145483,2020/3/4,17:15,EST,370,A
USGS,3145483,2020/3/4,17:30,EST,374,A
USGS,3145483,2020/3/4,17:45,EST,372,A
USGS,3145483,2020/3/4,18:00,EST,368,A
USGS,3145483,2020/3/4,18:15,EST,366,A
USGS,3145483,2020/3/4,18:30,EST,361,A
USGS,3145483,2020/3/4,18:45,EST,357,A
USGS,3145483,2020/3/4,19:00,EST,355,A
USGS,3145483,2020/3/4,19:15,EST,355,A
USGS,3145483,2020/3/4,19:30,EST,350,A
USGS,3145483,2020/3/4,19:45,EST,346,A
USGS,3145483,2020/3/4,20:00,EST,344,A
USGS,3145483,2020/3/4,20:15,EST,342,A
USGS,3145483,2020/3/4,20:30,EST,340,A
USGS,3145483,2020/3/4,20:45,EST,335,A
USGS,3145483,2020/3/4,21:00,EST,335,A
USGS,3145483,2020/3/4,21:15,EST,331,A
USGS,3145483,2020/3/4,21:30,EST,329,A
USGS,3145483,2020/3/4,21:45,EST,325,A
USGS,3145483,2020/3/4,22:00,EST,325,A
USGS,3145483,2020/3/4,22:15,EST,321,A
USGS,3145483,2020/3/4,22:30,EST,319,A
USGS,3145483,2020/3/4,22:45,EST,317,A
USGS,3145483,2020/3/4,23:00,EST,319,A
USGS,3145483,2020/3/4,23:15,EST,314,A
USGS,3145483,2020/3/4,23:30,EST,312,A
USGS,3145483,2020/3/4,23:45,EST,308,A
USGS,3145483,2020/3/5,00:00,EST,308,A
USGS,3145483,2020/3/5,00:15,EST,304,A
USGS,3145483,2020/3/5,00:30,EST,302,A
USGS,3145483,2020/3/5,00:45,EST,298,A
USGS,3145483,2020/3/5,01:00,EST,296,A
USGS,3145483,2020/3/5,01:15,EST,294,A
USGS,3145483,2020/3/5,01:30,EST,292,A
USGS,3145483,2020/3/5,01:45,EST,292,A
USGS,3145483,2020/3/5,02:00,EST,288,A
USGS,3145483,2020/3/5,02:15,EST,286,A
USGS,3145483,2020/3/5,02:30,EST,284,A
USGS,3145483,2020/3/5,02:45,EST,282,A
USGS,3145483,2020/3/5,03:00,EST,280,A
USGS,3145483,2020/3/5,03:15,EST,278,A
USGS,3145483,2020/3/5,03:30,EST,276,A
USGS,3145483,2020/3/5,03:45,EST,272,A
USGS,3145483,2020/3/5,04:00,EST,270,A
USGS,3145483,2020/3/5,04:15,EST,266,A
USGS,3145483,2020/3/5,04:30,EST,262,A
USGS,3145483,2020/3/5,04:45,EST,260,A
USGS,3145483,2020/3/5,05:00,EST,259,A
USGS,3145483,2020/3/5,05:15,EST,257,A
USGS,3145483,2020/3/5,05:30,EST,257,A
USGS,3145483,2020/3/5,05:45,EST,255,A
USGS,3145483,2020/3/5,06:00,EST,253,A
USGS,3145483,2020/3/5,06:15,EST,251,A
USGS,3145483,2020/3/5,06:30,EST,251,A
USGS,3145483,2020/3/5,06:45,EST,249,A
USGS,3145483,2020/3/5,07:00,EST,247,A
USGS,3145483,2020/3/5,07:15,EST,245,A
USGS,3145483,2020/3/5,07:30,EST,243,A
USGS,3145483,2020/3/5,07:45,EST,241,A
USGS,3145483,2020/3/5,08:00,EST,240,A
USGS,3145483,2020/3/5,08:15,EST,238,A
USGS,3145483,2020/3/5,08:30,EST,238,A
USGS,3145483,2020/3/5,08:45,EST,234,A
USGS,3145483,2020/3/5,09:00,EST,234,A
USGS,3145483,2020/3/5,09:15,EST,232,A
USGS,3145483,2020/3/5,09:30,EST,230,A
USGS,3145483,2020/3/5,09:45,EST,228,A
USGS,3145483,2020/3/5,10:00,EST,227,A
USGS,3145483,2020/3/5,10:15,EST,227,A
USGS,3145483,2020/3/5,10:30,EST,225,A
USGS,3145483,2020/3/5,10:45,EST,223,A
USGS,3145483,2020/3/5,11:00,EST,223,A
USGS,3145483,2020/3/5,11:15,EST,221,A
USGS,3145483,2020/3/5,11:30,EST,219,A
USGS,3145483,2020/3/5,11:45,EST,218,A
USGS,3145483,2020/3/5,12:00,EST,218,A
USGS,3145483,2020/3/5,12:15,EST,216,A
USGS,3145483,2020/3/5,12:30,EST,216,A
USGS,3145483,2020/3/5,12:45,EST,214,A
USGS,3145483,2020/3/5,13:00,EST,214,A
USGS,3145483,2020/3/5,13:15,EST,212,A
USGS,3145483,2020/3/5,13:30,EST,211,A
USGS,3145483,2020/3/5,13:45,EST,209,A
USGS,3145483,2020/3/5,14:00,EST,209,A
USGS,3145483,2020/3/5,14:15,EST,209,A
USGS,3145483,2020/3/5,14:30,EST,208,A
USGS,3145483,2020/3/5,14:45,EST,208,A
USGS,3145483,2020/3/5,15:00,EST,206,A
USGS,3145483,2020/3/5,15:15,EST,206,A
USGS,3145483,2020/3/5,15:30,EST,206,A
USGS,3145483,2020/3/5,15:45,EST,204,A
USGS,3145483,2020/3/5,16:00,EST,203,A
USGS,3145483,2020/3/5,16:15,EST,203,A
USGS,3145483,2020/3/5,16:30,EST,203,A
USGS,3145483,2020/3/5,16:45,EST,201,A
USGS,3145483,2020/3/5,17:00,EST,201,A
USGS,3145483,2020/3/5,17:15,EST,200,A
USGS,3145483,2020/3/5,17:30,EST,200,A
USGS,3145483,2020/3/5,17:45,EST,198,A
USGS,3145483,2020/3/5,18:00,EST,197,A
USGS,3145483,2020/3/5,18:15,EST,197,A
USGS,3145483,2020/3/5,18:30,EST,197,A
USGS,3145483,2020/3/5,18:45,EST,195,A
USGS,3145483,2020/3/5,19:00,EST,195,A
USGS,3145483,2020/3/5,19:15,EST,195,A
USGS,3145483,2020/3/5,19:30,EST,195,A
USGS,3145483,2020/3/5,19:45,EST,193,A
USGS,3145483,2020/3/5,20:00,EST,193,A
USGS,3145483,2020/3/5,20:15,EST,193,A
USGS,3145483,2020/3/5,20:30,EST,192,A
USGS,3145483,2020/3/5,20:45,EST,190,A
USGS,3145483,2020/3/5,21:00,EST,190,A
USGS,3145483,2020/3/5,21:15,EST,189,A
USGS,3145483,2020/3/5,21:30,EST,190,A
USGS,3145483,2020/3/5,21:45,EST,189,A
USGS,3145483,2020/3/5,22:00,EST,189,A
USGS,3145483,2020/3/5,22:15,EST,187,A
USGS,3145483,2020/3/5,22:30,EST,187,A
USGS,3145483,2020/3/5,22:45,EST,186,A
USGS,3145483,2020/3/5,23:00,EST,184,A
USGS,3145483,2020/3/5,23:15,EST,184,A
USGS,3145483,2020/3/5,23:30,EST,183,A
USGS,3145483,2020/3/5,23:45,EST,183,A
USGS,3145483,2020/3/6,00:00,EST,183,A
USGS,3145483,2020/3/6,00:15,EST,183,A
USGS,3145483,2020/3/6,00:30,EST,181,A
USGS,3145483,2020/3/6,00:45,EST,181,A
USGS,3145483,2020/3/6,01:00,EST,181,A
USGS,3145483,2020/3/6,01:15,EST,180,A
USGS,3145483,2020/3/6,01:30,EST,180,A
USGS,3145483,2020/3/6,01:45,EST,176,A
USGS,3145483,2020/3/6,02:00,EST,178,A
USGS,3145483,2020/3/6,02:15,EST,178,A
USGS,3145483,2020/3/6,02:30,EST,176,A
USGS,3145483,2020/3/6,02:45,EST,176,A
USGS,3145483,2020/3/6,03:00,EST,176,A
USGS,3145483,2020/3/6,03:15,EST,175,A
USGS,3145483,2020/3/6,03:30,EST,175,A
USGS,3145483,2020/3/6,03:45,EST,173,A
USGS,3145483,2020/3/6,04:00,EST,172,A
USGS,3145483,2020/3/6,04:15,EST,172,A
USGS,3145483,2020/3/6,04:30,EST,172,A
USGS,3145483,2020/3/6,04:45,EST,172,A
USGS,3145483,2020/3/6,05:00,EST,172,A
USGS,3145483,2020/3/6,05:15,EST,170,A
USGS,3145483,2020/3/6,05:30,EST,170,A
USGS,3145483,2020/3/6,05:45,EST,169,A
USGS,3145483,2020/3/6,06:00,EST,169,A
USGS,3145483,2020/3/6,06:15,EST,169,A
USGS,3145483,2020/3/6,06:30,EST,167,A
USGS,3145483,2020/3/6,06:45,EST,167,A
USGS,3145483,2020/3/6,07:00,EST,166,A
USGS,3145483,2020/3/6,07:15,EST,166,A
USGS,3145483,2020/3/6,07:30,EST,166,A
USGS,3145483,2020/3/6,07:45,EST,166,A
USGS,3145483,2020/3/6,08:00,EST,166,A
USGS,3145483,2020/3/6,08:15,EST,164,A
USGS,3145483,2020/3/6,08:30,EST,163,A
USGS,3145483,2020/3/6,08:45,EST,163,A
USGS,3145483,2020/3/6,09:00,EST,163,A
USGS,3145483,2020/3/6,09:15,EST,163,A
USGS,3145483,2020/3/6,09:30,EST,161,A
USGS,3145483,2020/3/6,09:45,EST,161,A
USGS,3145483,2020/3/6,10:00,EST,161,A
USGS,3145483,2020/3/6,10:15,EST,161,A
USGS,3145483,2020/3/6,10:30,EST,160,A
USGS,3145483,2020/3/6,10:45,EST,160,A
USGS,3145483,2020/3/6,11:00,EST,160,A
USGS,3145483,2020/3/6,11:15,EST,158,A
USGS,3145483,2020/3/6,11:30,EST,158,A
USGS,3145483,2020/3/6,11:45,EST,158,A
USGS,3145483,2020/3/6,12:00,EST,158,A
USGS,3145483,2020/3/6,12:15,EST,158,A
USGS,3145483,2020/3/6,12:30,EST,157,A
USGS,3145483,2020/3/6,12:45,EST,157,A
USGS,3145483,2020/3/6,13:00,EST,157,A
USGS,3145483,2020/3/6,13:15,EST,157,A
USGS,3145483,2020/3/6,13:30,EST,157,A
USGS,3145483,2020/3/6,13:45,EST,156,A
USGS,3145483,2020/3/6,14:00,EST,156,A
USGS,3145483,2020/3/6,14:15,EST,156,A
USGS,3145483,2020/3/6,14:30,EST,156,A
USGS,3145483,2020/3/6,14:45,EST,156,A
USGS,3145483,2020/3/6,15:00,EST,154,A
